Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,03-01-2020
Texas,United States,2020-01-01,2,0,0,31.968599,-99.901813,03-26-2020
Oklahoma,United States,2020-01-01,11,0,0,35.007752,-97.092877,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Mississippi,United States,2020-01-01,0,0,0,32.354668,-89.398528,03-26-2020
Alaska,United States,2020-01-01,4,0,0,63.588753,-154.493062,03-26-2020
Illinois,United States,2020-01-01,6,0,0,40.633125,-89.398528,03-26-2020
Texas,United States,2020-01-01,3,0,0,31.968599,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Maine,United States,2020-01-01,6,0,0,45.253783,-69.445469,03-26-2020
Wisconsin,United States,2020-01-01,19,0,0,43.78444,-88.787868,03-26-2020
Delaware,United States,2020-01-01,17,0,0,38.910832,-75.52767,03-26-2020
Maryland,United States,2020-01-01,1,0,0,39.045755,-76.641271,03-26-2020
Michigan,United States,2020-01-01,41,1,0,44.314844,-85.602364,03-26-2020
Rhode Island,United States,2020-01-01,9,0,0,41.580095,-71.477429,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Kentucky,United States,2020-01-01,8,0,0,37.839333,-84.270018,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
California,United States,2020-01-01,29,0,0,36.778261,-119.417932,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
South Carolina,United States,2020-01-01,63,1,0,33.836081,-81.163725,03-26-2020
Alaska,United States,2020-01-01,11,0,0,63.588753,-154.493062,03-26-2020
Wisconsin,United States,2020-01-01,0,0,0,43.78444,-88.787868,03-26-2020
Michigan,United States,2020-01-01,0,0,0,44.314844,-85.602364,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
North Dakota,United States,2020-01-01,0,0,0,47.551493,-101.002012,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Washington,United States,2020-01-01,1577,109,0,47.751074,-120.740139,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
California,United States,2020-01-01,0,0,0,36.778261,-119.417932,03-26-2020
New York,United States,2020-01-01,0,0,0,43.299428,-74.217933,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Colorado,United States,2020-01-01,0,0,0,39.550051,-105.782067,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Colorado,United States,2020-01-01,1,0,0,39.550051,-105.782067,03-26-2020
Washington,United States,2020-01-01,33,0,0,47.751074,-120.740139,03-26-2020
Washington,United States,2020-01-01,8,0,0,47.751074,-120.740139,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Washington,United States,2020-01-01,7,0,0,47.751074,-120.740139,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,0,0,0,40.551217,-85.602364,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Maine,United States,2020-01-01,1,0,0,45.253783,-69.445469,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Nebraska,United States,2020-01-01,2,0,0,41.492537,-99.901813,03-26-2020
Ohio,United States,2020-01-01,2,0,0,40.417287,-82.907123,03-26-2020
Tennessee,United States,2020-01-01,26,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Alaska,United States,2020-01-01,0,0,0,63.588753,-154.493062,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Idaho,United States,2020-01-01,9,0,0,44.068202,-114.742041,03-26-2020
Indiana,United States,2020-01-01,0,0,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,1,0,0,41.878003,-93.097702,03-26-2020
Alaska,United States,2020-01-01,0,0,0,63.588753,-154.493062,03-26-2020
Wisconsin,United States,2020-01-01,12,0,0,43.78444,-88.787868,03-26-2020
Arizona,United States,2020-01-01,2,0,0,34.048928,-111.093731,03-26-2020
Colorado,United States,2020-01-01,5,0,0,39.550051,-105.782067,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Indiana,United States,2020-01-01,0,0,0,40.551217,-85.602364,03-26-2020
North Dakota,United States,2020-01-01,0,0,0,47.551493,-101.002012,03-26-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-26-2020
Illinois,United States,2020-01-01,3,0,0,40.633125,-89.398528,03-26-2020
Louisiana,United States,2020-01-01,0,0,0,31.244823,-92.145024,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Pennsylvania,United States,2020-01-01,28,2,0,41.203322,-77.194525,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Arkansas,United States,2020-01-01,0,0,0,35.20105,-91.831833,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Louisiana,United States,2020-01-01,30,0,0,31.244823,-92.145024,03-26-2020
Mississippi,United States,2020-01-01,10,0,0,32.354668,-89.398528,03-26-2020
Missouri,United States,2020-01-01,2,0,0,37.964253,-91.831833,03-26-2020
Wisconsin,United States,2020-01-01,0,0,0,43.78444,-88.787868,03-26-2020
Louisiana,United States,2020-01-01,28,1,0,31.244823,-92.145024,03-26-2020
California,United States,2020-01-01,0,0,0,36.778261,-119.417932,03-26-2020
Colorado,United States,2020-01-01,0,0,0,39.550051,-105.782067,03-26-2020
Florida,United States,2020-01-01,25,0,0,27.664827,-81.515754,03-26-2020
Illinois,United States,2020-01-01,139,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,31,0,0,40.551217,-85.602364,03-26-2020
Michigan,United States,2020-01-01,0,0,0,44.314844,-85.602364,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Montana,United States,2020-01-01,0,0,0,46.879682,-110.362566,03-26-2020
Ohio,United States,2020-01-01,19,0,0,40.417287,-82.907123,03-26-2020
Oregon,United States,2020-01-01,0,0,0,43.804133,-120.554201,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Alaska,United States,2020-01-01,0,0,0,63.588753,-154.493062,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-26-2020
Georgia,United States,2020-01-01,3,0,0,32.157435,-82.907123,03-26-2020
Mississippi,United States,2020-01-01,4,0,0,32.354668,-89.398528,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Vermont,United States,2020-01-01,5,0,0,44.558803,-72.577841,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Nebraska,United States,2020-01-01,3,0,0,41.492537,-99.901813,03-26-2020
Pennsylvania,United States,2020-01-01,21,0,0,41.203322,-77.194525,03-26-2020
South Carolina,United States,2020-01-01,6,0,0,33.836081,-81.163725,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Nevada,United States,2020-01-01,0,0,0,38.80261,-116.419389,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Oregon,United States,2020-01-01,7,1,0,43.804133,-120.554201,03-26-2020
Wisconsin,United States,2020-01-01,0,0,0,43.78444,-88.787868,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Michigan,United States,2020-01-01,3,0,0,44.314844,-85.602364,03-26-2020
Wyoming,United States,2020-01-01,14,0,0,43.075968,-107.290284,03-26-2020
Colorado,United States,2020-01-01,61,1,0,39.550051,-105.782067,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Colorado,United States,2020-01-01,0,0,0,39.550051,-105.782067,03-26-2020
California,United States,2020-01-01,0,0,0,36.778261,-119.417932,03-26-2020
Idaho,United States,2020-01-01,0,0,0,44.068202,-114.742041,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Alabama,United States,2020-01-01,9,0,0,32.318231,-86.902298,03-26-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-26-2020
Georgia,United States,2020-01-01,7,0,0,32.157435,-82.907123,03-26-2020
South Carolina,United States,2020-01-01,0,0,0,33.836081,-81.163725,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
Alabama,United States,2020-01-01,3,0,0,32.318231,-86.902298,03-26-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Mississippi,United States,2020-01-01,5,0,0,32.354668,-89.398528,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Ohio,United States,2020-01-01,1,0,0,40.417287,-82.907123,03-26-2020
Pennsylvania,United States,2020-01-01,1,0,0,41.203322,-77.194525,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Minnesota,United States,2020-01-01,6,0,0,46.729553,-94.6859,03-26-2020
New Mexico,United States,2020-01-01,1,0,0,34.97273,-105.032363,03-26-2020
Mississippi,United States,2020-01-01,4,0,0,32.354668,-89.398528,03-26-2020
Kansas,United States,2020-01-01,12,0,0,39.011902,-98.484246,03-26-2020
Pennsylvania,United States,2020-01-01,4,0,0,41.203322,-77.194525,03-26-2020
Alabama,United States,2020-01-01,47,0,0,32.318231,-86.902298,03-26-2020
Arkansas,United States,2020-01-01,0,0,0,35.20105,-91.831833,03-26-2020
Florida,United States,2020-01-01,56,3,0,27.664827,-81.515754,03-26-2020
Georgia,United States,2020-01-01,30,0,0,32.157435,-82.907123,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Mississippi,United States,2020-01-01,15,0,0,32.354668,-89.398528,03-26-2020
North Carolina,United States,2020-01-01,2,0,0,35.759573,-79.0193,03-26-2020
South Carolina,United States,2020-01-01,2,0,0,33.836081,-81.163725,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-26-2020
Michigan,United States,2020-01-01,1,0,0,44.314844,-85.602364,03-26-2020
Mississippi,United States,2020-01-01,13,0,0,32.354668,-89.398528,03-26-2020
Pennsylvania,United States,2020-01-01,63,1,0,41.203322,-77.194525,03-26-2020
Idaho,United States,2020-01-01,0,0,0,44.068202,-114.742041,03-26-2020
Michigan,United States,2020-01-01,5,0,0,44.314844,-85.602364,03-26-2020
North Carolina,United States,2020-01-01,3,0,0,35.759573,-79.0193,03-26-2020
Florida,United States,2020-01-01,9,1,0,27.664827,-81.515754,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Idaho,United States,2020-01-01,0,0,0,44.068202,-114.742041,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
New York,United States,2020-01-01,0,0,0,43.299428,-74.217933,03-26-2020
Tennessee,United States,2020-01-01,2,0,0,35.517491,-86.580447,03-26-2020
Washington,United States,2020-01-01,5,0,0,47.751074,-120.740139,03-26-2020
West Virginia,United States,2020-01-01,0,0,0,38.597626,-80.454903,03-26-2020
Montana,United States,2020-01-01,5,0,0,46.879682,-110.362566,03-26-2020
South Carolina,United States,2020-01-01,18,1,0,33.836081,-81.163725,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Georgia,United States,2020-01-01,1,0,0,32.157435,-82.907123,03-26-2020
Montana,United States,2020-01-01,0,0,0,46.879682,-110.362566,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
Ohio,United States,2020-01-01,5,0,0,40.417287,-82.907123,03-26-2020
Alabama,United States,2020-01-01,13,0,0,32.318231,-86.902298,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
Arkansas,United States,2020-01-01,5,0,0,35.20105,-91.831833,03-26-2020
Colorado,United States,2020-01-01,0,0,0,39.550051,-105.782067,03-26-2020
Georgia,United States,2020-01-01,1,0,0,32.157435,-82.907123,03-26-2020
Idaho,United States,2020-01-01,0,0,0,44.068202,-114.742041,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Louisiana,United States,2020-01-01,3,0,0,31.244823,-92.145024,03-26-2020
Maine,United States,2020-01-01,5,0,0,45.253783,-69.445469,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Mississippi,United States,2020-01-01,6,0,0,32.354668,-89.398528,03-26-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-26-2020
Montana,United States,2020-01-01,1,0,0,46.879682,-110.362566,03-26-2020
Nebraska,United States,2020-01-01,3,0,0,41.492537,-99.901813,03-26-2020
Nevada,United States,2020-01-01,0,0,0,38.80261,-116.419389,03-26-2020
New Mexico,United States,2020-01-01,0,0,0,34.97273,-105.032363,03-26-2020
North Carolina,United States,2020-01-01,1,0,0,35.759573,-79.0193,03-26-2020
Oklahoma,United States,2020-01-01,1,0,0,35.007752,-97.092877,03-26-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-26-2020
South Dakota,United States,2020-01-01,2,0,0,43.969515,-99.901813,03-26-2020
Tennessee,United States,2020-01-01,1,0,0,35.517491,-86.580447,03-26-2020
Washington,United States,2020-01-01,1,0,0,47.751074,-120.740139,03-26-2020
West Virginia,United States,2020-01-01,0,0,0,38.597626,-80.454903,03-26-2020
Wisconsin,United States,2020-01-01,0,0,0,43.78444,-88.787868,03-26-2020
Wyoming,United States,2020-01-01,0,0,0,43.075968,-107.290284,03-26-2020
Iowa,United States,2020-01-01,12,0,0,41.878003,-93.097702,03-26-2020
Kansas,United States,2020-01-01,4,0,0,39.011902,-98.484246,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Oregon,United States,2020-01-01,26,1,0,43.804133,-120.554201,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Connecticut,United States,2020-01-01,44,0,0,41.603221,-73.087749,03-26-2020
Arkansas,United States,2020-01-01,0,0,0,35.20105,-91.831833,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Illinois,United States,2020-01-01,1,0,0,40.633125,-89.398528,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Louisiana,United States,2020-01-01,11,0,0,31.244823,-92.145024,03-26-2020
Michigan,United States,2020-01-01,21,1,0,44.314844,-85.602364,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
New York,United States,2020-01-01,3,0,0,43.299428,-74.217933,03-26-2020
Texas,United States,2020-01-01,2,0,0,31.968599,-99.901813,03-26-2020
Arkansas,United States,2020-01-01,0,0,0,35.20105,-91.831833,03-26-2020
Colorado,United States,2020-01-01,2,0,0,39.550051,-105.782067,03-26-2020
Illinois,United States,2020-01-01,1,0,0,40.633125,-89.398528,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
North Dakota,United States,2020-01-01,0,0,0,47.551493,-101.002012,03-26-2020
Ohio,United States,2020-01-01,2,0,0,40.417287,-82.907123,03-26-2020
Oklahoma,United States,2020-01-01,3,0,0,35.007752,-97.092877,03-26-2020
West Virginia,United States,2020-01-01,1,0,0,38.597626,-80.454903,03-26-2020
Georgia,United States,2020-01-01,1,0,0,32.157435,-82.907123,03-26-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-26-2020
Ohio,United States,2020-01-01,44,0,0,40.417287,-82.907123,03-26-2020
New Mexico,United States,2020-01-01,0,0,0,34.97273,-105.032363,03-26-2020
California,United States,2020-01-01,1229,21,0,36.778261,-119.417932,03-26-2020
Tennessee,United States,2020-01-01,6,0,0,35.517491,-86.580447,03-26-2020
Virginia,United States,2020-01-01,28,1,0,37.431573,-78.656894,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Virginia,United States,2020-01-01,4,0,0,37.431573,-78.656894,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-26-2020
Georgia,United States,2020-01-01,12,0,0,32.157435,-82.907123,03-26-2020
Mississippi,United States,2020-01-01,8,0,0,32.354668,-89.398528,03-26-2020
Texas,United States,2020-01-01,19,0,0,31.968599,-99.901813,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Ohio,United States,2020-01-01,35,2,0,40.417287,-82.907123,03-26-2020
Michigan,United States,2020-01-01,0,0,0,44.314844,-85.602364,03-26-2020
Georgia,United States,2020-01-01,4,0,0,32.157435,-82.907123,03-26-2020
New Mexico,United States,2020-01-01,0,0,0,34.97273,-105.032363,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Pennsylvania,United States,2020-01-01,36,1,0,41.203322,-77.194525,03-26-2020
Pennsylvania,United States,2020-01-01,1,0,0,41.203322,-77.194525,03-26-2020
South Dakota,United States,2020-01-01,1,0,0,43.969515,-99.901813,03-26-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Kansas,United States,2020-01-01,4,0,0,39.011902,-98.484246,03-26-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Nevada,United States,2020-01-01,1,0,0,38.80261,-116.419389,03-26-2020
Michigan,United States,2020-01-01,0,0,0,44.314844,-85.602364,03-26-2020
